"Land";"Diplom";"Club";"K/L";"Bemerkung";"DB Seite";"ID"
"DL";"50  J. Funksport in Oberweißbach";"X38";"L";;2140;2959
"DL";"700 Jahre Stadt Eckernförde";"M01";"L";"Ersetzt Seite 1579/1769 - Zusatzinfo Seite 2493 + 2599";2141;946
"DL";"Archenhold-Diplom";"D25";"L";;2142;2960
"DL";"EU28A";"DARC";"L";;2142;2961
"DL";"Ferdinand Braun Diplom";"Z62";"L";;2143;2962
"DL";"Fröbel-Jubiläumsdiplom 2012";"X38";"L";;2144;2963
"DL";"Gellert-Diplom";"S44";"L";;2144;2964
"DL";"Hessen-Diplom";"DVF";"L";;2145;2965
"DL";"Kreis Pinneberg Diplom";"E15";"L";"ersetzt Seite 290/1195";2146;414
"DL";"Kids-Diplom";"S54";"L";;2146;2966
"DL";"WAC der IARU (DARC)";"DARC";"L";;2147;2967
"4X";"4XFF - Israel National WWFF Progr.";"4XFF";"L";;2148;2968
"9A";"National Parks of Croatia - 9ANP";;"L";;2148;2969
"9M";"Worked all Malaysia Award - WAMA";"MARTS";"L";;2149;2970
"BY";"Workrd all chinese Provinces";;"L";;2149;2971
"CE";"FEDERACHI Programm";"FED";"B";;2150;2972
"CE";"Diploma CE";"FED";"L";;2150;2973
"CE";"Galvano Damas Chilenas Diploma";"FED";"L";;2150;2974
"CE";"Diploma Faros Chilenos";"FED";"L";;2150;2975
"CT";"Diploma Mountains of Portugal";;"L";;2150;2976
"EU";"Borisov Diploma";;"L";;2151;2977
"F";"Castles of Sarthe Diploma";"REF72";"L";;2152;2978
"F";"Cathedrals of Frabce Diploma";;"L";;2152;2979
"F";"DD 11";"REF11";"L";"Ersetzt Seite 1272";2153;491
"F";"DD 22 - Bretagne";"REF22";"L";;2153;2980
"F";"DD 58 - Nievre";"REF58";"L";;2153;2981
"F";"DD 82 - Tarn et Garonne";"REF82";"L";;2154;2982
"F";"F2KZ Trophy";"REF62";"L";;2154;2983
"F";"French YL Award 2014";;"L";;2154;2984
"HB9";"Burgen + Schlösser im Aargau";;"L";;2155;2985
"HB9";"Schweizer Seendiplom";;"L";;2156;2986
"IV3";"Abbeys Award of Friulane";"ARI reg";"L";;2156;2987
"I";"Diploma Leanessa d'Italia";;"L";"Ersetzt Seite 157/1861";2157;1595
"I";"DMI Digital";;"L";;2157;2988
"I6";"Trabocchi Coastline Award";"ARI reg";"L";;2158;2989
"I3";"IK3GER Diplomserie";"IK3GER";"B";;2158;2990
"I3";"Diploma Amerigo Vespucci";"IK3GER";"L";;2158;2991
"I3";"C.A.P. Diploma";"IK3GER";"L";;2159;2992
"I";"Work The World";"IK3GER";"L";"Zusatzinfo S. 2241";2160;2956
"I3";"Worked Italian ZIP's";"IK3GER";"L";;2160;2993
"I3";"The Frozen Continent";"IK3GER";"L";;2160;2994
"I3";"Worked Italian Large Cities";"IK3GER";"L";;2161;2995
"I3";"Worked Italian Ports";"IK3GER";"L";;2161;2996
"I3";"Worked Italian Prefixes";"IK3GER";"L";;2162;2997
"I2";"Diplom der italienischen Abteien D.A.I";"ARI reg";"L";;2162;2998
"I2";"Lombardisches Schlösserdiplom";"ARI reg";"L";;2163;2999
"I2";"European Union Regions Award";"ARI Reg";"L";;2164;3000
"LZ";"LZCWC Award";"LZCWC";"L";;2165;3001
"LZ";"Plovdiv Award (Messestädte)";;"L";;2166;3002
"OE";"Alpine Country Award";"ÖVSV";"L";;2166;3003
"PA";"Worked Dutch Kingdom Award";;"L";;2166;3004
"RA";"Stepan Razi's Rock Diploma";;"L";;2167;3005
"RA";"CQCW Diplom";"CQCW";"L";;2168;3006
"RA";"European Alphabet Diploma";"CQCW";"L";;2168;3007
"RA4";"Worked Penza Region Diploma";"SRR-PE";"L";;2169;3008
"RA";"Volga River Award";;"L";;2170;3009
"RA2";"Kaliningrad Maidenhead Sq. Award";"SRR-KA";"L";;2170;3010
"RA2";"East Prussian Offensive Award";"SRR-KA";"L";;2171;3011
"RA2";"Kaliningrad Oblast Award";"SRR-KA";"L";;2171;3012
"RA9";"Katav Ivanovsk - 260 Years";;"L";;2172;3013
"RA9";"Mining Factory Areas Chelyabinsk";;"L";;2172;3014
"RA9";"UFA Diploma";"SRR-BA";"L";;2173;3015
"S5";"S5 World Castle Award";;"L";;2173;3016
"SP1";"Powiat Mys'liborski Diploma";"PZK reg";"L";;2174;3017
"SV";"Balkan Award";"RAAG";"L";"Ersetzt ""Balcan Countries Award"" S. 2174";2174;3018
"SV";"Amphipolis Award / RAAG Diplome";"RAAG";"L";"Zusatzinfo S. 2241";2175;2957
"UN";"Almaty Radio League Programm";;"B";;2176;3019
"UN";"Worked all Kazachstan WAKZ";;"L";;2176;3020
"UN";"Worked Kazachstan Stations W-KZ";;"L";;2177;3021
"UN";"Lights of Alatau - Award+Plakette";;"L";;2177;3022
"UN";"Medeo - Award+Plakette";;"L";;2177;3023
"UR";"Diploma Chernihiv";;"L";;2178;3024
"UR";"Hark Vschina Diploma";;"L";;2178;3025
"UR";"Hetman of ukraine Diploma";;"L";;2179;3026
"VK";"The Wombat Award";;"L";;2180;3027
"YO";"Romanian Fortress on the Air Award";;"L";;2180;3028
"DL";"Bode-Diplom";"W12";"K";" 01.01. - 31.12.2015";2181;3029
"DL";"Hürther Partnerstädte Diplom";"G50";"K";" 01.01.2015 - 31.04.2016";2181;3030
"DL";"Jubil. BV Sachsen / OV Collmberg";"VFDB";"K";" 01.01. - 31.12.2015";2182;3031
"DL";"Sonderdiplom 65 Jahre DARC";"DARC";"K";" 01.01. - 31.12.2015";2183;3032
"DL";"Jubiläumsdiplom 2015 / RARC+IARU";"DARC";"K";" 01.01. - 31.12.2015";2183;3033
"HA";"10 years SOTA Hungary Award";;"K";" 01.01. - 31.12.2015";2184;3034
"LZ";"All Bulgarian Saints 2015";;"K";" 01.01. - 31.12.2015";2185;3035
"OK";"750 J. Czech Budejovice";;"K";" 01.01. - 31.12.2015";2185;3036
"OK";"BARIUM 70";;"K";" 01.03.2014 - 31.12.2019";2186;3037
"ON";"UBA 14-18 Award";"UBA";"K";" 01.08.2014 - 30.11.2018";2187;3038
"OZ";"Award OZ90IARU";"E.D.R.";"K";" 01.01. - 31.12.2015";2187;3039
"UK";"100 Years of radio in Uzbekistan";;"K";" 01.01. - 31.12.2015";2188;3040
"YO";"90 Years IARU Diploma";"FRR";"K";" 01.01. - 31.12.2015";2188;3041
"YO";"Diploma Bucharest 555";"FRR";"K";" 20.09.2014 - 20.09.2015";2188;3042
"DL";"WWQR - WRTC Qualifying Reg.";"DARC";"K";"2015 - 2017";2192;2856
"DL";"Leibniz-Diplom";"H13";"L";;2193;2857
"DL";"Frischlingstrophy";"K28";"L";"ersetzt S. 1507";2194;871
"DL";"Vulkaneifel-Trophy";"K34";"L";"erstezt S. 1452";2195;772
"DL";"WSC-OIU-Goldschmidt-Diplom";"H35";"L";;2196;2858
"DL";"Castle Hunter Award (BRF)";"BRF";"L";;2197;2859
"DL";"Radio Activity Award (BRF)";"BRF";"L";;2197;2860
"DL";"Antarctic Activity Week Award (BRF)";"BRF";"L";;2197;2861
"DL";"European Soring Award (BRF)";"BRF";"L";;2198;2862
"DL";"Day of German Unity Award (BRF)";"BRF";"L";;2198;2863
"5Z";"Big 5 Award";"ARSOK";"L";;2198;2864
"9A";"9A COTA Award";"9ACOTA";"L";;2199;2865
"9A";"Croatian IOTA Reference Award";;"L";;2199;2866
"CT";"CT1BWW-Diplomserie";;"B";;2199;2867
"CT";"Oeiras County Award";;"L";;2200;2868
"CT";"Estoril Coast Lighthouse Award";;"L";;2200;2869
"CT";"Zone 39 Award";;"L";;2200;2870
"CT";"20 Zones - 2m Award";;"L";;2200;2871
"CT";"30 Zones - 30m Award";;"L";;2200;2872
"EA8";"Minicipalities of Las Palmas - WFPD";"EADXG";"L";;2201;2873
"HA";"Ladies of Siofok award";;"L";;2201;2874
"HA";"New Budapest award";;"L";;2202;2875
"HA";"Pannonia Award";;"L";;2202;2876
"I";"Europ. Union Counties Challenge Aw.";"ARI";"L";;2203;2877
"I";"ARI Section Codes Award";"ARI";"L";;2204;2878
"I";"City of Milan Award";"ARI reg";"L";;2204;2879
"LZ";"Thrakian Rose Club Diplome";"TRC";"B";;2205;2880
"LZ";"County Award (TRC)";"TRC";"L";;2205;2881
"LZ";"Worked TRC Members (WTRCM)";"TRC";"L";;2206;2882
"LZ";"Worked TRC French Regions";"TRC";"L";;2206;2883
"LZ";"Worked TRC French Departments";"TRC";"L";;2207;2884
"OK";"Bruntal Diplom Serie";;"B";;2207;2885
"OK";"Diplom Bruntal";;"L";;2207;2886
"OK";"HBR Distrikt Award";;"L";;2207;2887
"OK";"Diplom Praded";;"L";;2207;2888
"OK";"Chodsko Award";;"L";;2208;2889
"OK";"Czech Castles Award";;"L";;2208;2890
"OK";"Krebshilfe-Diplom Ostböhmen";;"L";;2209;2891
"OK";"Czech Amateur Radio DX Club OKDXC";"OKDXC";"B";;2209;2892
"OK";"6x6=36";"OKDXC";"L";;2209;2893
"OK";"100 DX WWL";"OKDXC";"L";;2209;2894
"OK";"WWL Squares Award";"OKDXC";"L";;2210;2895
"OK";"50 WWL 6m";"OKDXC";"L";;2210;2896
"OK";"144 WWL 2m";"OKDXC";"L";;2210;2897
"OK";"Satellite WWL";"OKDXC";"L";;2210;2898
"OK";"Veteran Radio Klub Award";"VRK";"L";;2210;2899
"OK";"VKV Veteran Radio Klub Award";"VRK";"L";;2211;2900
"RA";"Aerodromes of Russia (RAFA)";"5.OCEAN";"L";"QRT März 2023";2211;2901
"RA";"Kremlin of Russia Diploma";"SRR";"L";;2212;2902
"RA3";"Peter Ilych Chaikovsky Diploma";;"L";;2213;2903
"RA3";"Diploma Alexander Nevsky";"SRR-NN";"L";;2214;2905
"RA4";"Tatarstan Award Serie ""Great Bulgar""";"SRR-TA";"B";;2214;2906
"RA4";"Tatarstan RCA";"SRR-TA";"L";;2215;2907
"RA4";"Tatarstan DX";"SRR-TA";"L";;2215;2908
"RA4";"Tatarstan CQ";"SRR-TA";"L";;2216;2909
"RA4";"Tatarstan CW";"SRR-TA";"L";;2216;2910
"RA9";"Grey Ural Diploma";;"L";;2216;2911
"RA9";"Tomsk Distrikt Award";"SRR-TO";"L";;2217;2912
"RA9";"Tyumen award";"SRR-TN";"L";;2217;2913
"SP";"Polish Club Stations award PCSA";"PZK";"L";;2218;2914
"SP";"Dwarfs' Rock Award";;"L";;2219;2915
"UN";"Green Kazakhstan Award";;"L";"ersetzt Seite 2175";2219;2916
"UN";"Goose Flight Award - UN-WPR";;"L";;2219;2917
"UR";"Batko Makhno Award";"UARL-ZP";"L";;2220;2918
"UR";"Kharkiv Tractor Plant Award";;"L";;2220;2919
"UR";"Terra Australis Incognita Award";;"L";;2221;2920
"UR";"Ukrainian Carpathians Award";;"L";;2221;2921
"XE";"DXXE Award";"DXXE";"L";;2222;2922
"YO";"YO - FRR Diplomprogramm";"FRR";"B";"ersetzt S. 477";2223;2425
"YL";"Diploma Dobele";;"L";"ersetzt S.2180";2223;2923
"YO";"Bucuresti Award";"FRR";"L";"ersetzt S. 478";2224;1431
"YO";"Romania Award";"FRR";"L";"ersetzt S. 477";2224;2009
"YO";"YO - All Districts";"FRR";"L";"ersetzt S. 478";2224;2420
"YO";"Diploma Bucharest Jubilee";"FRR";"L";;2224;2924
"YO";"YO-AM - Alma Mater";"FRR";"L";"ersetzt S. 479";2225;2421
"YO";"YO-BZ - Balcan Zone";"FRR";"L";"ersetzt S. 479";2225;2422
"YO";"YO-DC - Double Call";"FRR";"L";"ersetzt S. 480";2225;2424
"YO";"YO-CM - Chess Mate";"FRR";"L";"ersetzt S. 480";2226;2423
"YO";"YO-DR - Danube River";"FRR";"L";"ersetzt S. 480";2226;2426
"YO";"YO-DX-C";"FRR";"L";"ersetzt S. 481";2226;2428
"YO";"YO-LC - Large Cities";"FRR";"L";"ersetzt S. 481";2226;2429
"YO";"YO- 10 x 10";"FRR";"L";"ersetzt S. 482";2227;2410
"YO";"YO- 15 x 15";"FRR";"L";"ersetzt S. 482";2227;2411
"YO";"YO- 20 x 20";"FRR";"L";"ersetzt S. 482";2227;2412
"YO";"YO-20-Z";"FRR";"L";"ersetzt S. 477";2227;2413
"YO";"YO- 2 x 2";"FRR";"L";"ersetzt S. 482";2227;2415
"YO";"YO- 40 x 40";"FRR";"L";"ersetzt S. 482";2227;2416
"YO";"YO- 5 on 5";"FRR";"L";"ersetzt S. 482";2227;2418
"YO";"YO- 80 x 80";"FRR";"L";"ersetzt S. 482";2227;2419
"YO";"YO-NC - Namesake Calls";"FRR";"L";"ersetzt S. 481";2227;2430
"YO";"YO-CM-Masters Diploma";"FRR";"L";;2227;2925
"YO";"YO-100 Diploma";"FRR";"L";;2227;2926
"YO";"YO-25-M";"FRR";"L";"ersetzt S. 477";2228;2414
"YO";"YO-45-P";"FRR";"L";"ersetzt S. 477";2228;2417
"YO";"YO Diploma ""Alphabetic""";"FRR";"L";;2228;2927
"YO";"11 Jahre YO3IPA Award";"IPA-YO";"L";;2228;2928
"ZS";"Worked all ZS";"SARL";"L";"ersetzt S.329";2229;2292
"YU";"Castles in Serbia award - CISA";;"L";;2229;2929
"ZS";"South African Radio Leage SARL Awards";"SARL";"B";;2229;2930
"ZS";"Worked all ZS Award - WAZS";"SARL";"L";;2229;2931
"ZS";"Top Band Award";"SARL";"L";;2230;2932
"ZS";"Highway A.R.C. Award";;"L";;2230;2933
"ZS";"Port Eilizabeth ARS Serie";"PEARS";"B";;2230;2934
"ZS";"Southern Africa H.F. Century Award";"PEARS";"L";;2230;2935
"ZS";"Southern Africa VHF Century Award";"PEARS";"L";;2230;2936
"ZS";"PEARS CW Merit Award";"PEARS";"L";;2230;2937
"ZS";"PEARS QRP Certificate";"PEARS";"L";;2230;2938
"ZS";"ZS4BFN Award";;"L";;2231;2939
"DL";"200 Jahre Rheinhessen";"K07";"K";" 01.01. - 31.12.2016";2232;2940
"4J";"Azerbaijan Ham Radio 90";;"K";" 01.01. - 31.12.2016";2233;2941
"4J";"RA-29";;"K";" 01.01. - 31.12.2016";2233;2942
"4J";"Helenendorf 1926";;"K";" 01.01. - 31.12.2016";2233;2943
"G";"British Scientists Ham Radio Award";;"K";" 01.01. - 31.12.2016";2234;2944
"G";"The Kernow Award";;"K";" 01.01. - 31.12.2016";2235;2945
"I";"Jubilee of Mercy 2015-2016";"ARI-RM";"K";" 08.12.2015 - 20.11.2016";2235;2946
"LZ";"All Bulgarian Saints 2016 Award";;"K";" 01.01. - 31.12.2016";2236;2947
"OK";"1815 - Saint Don Bosco - 2015";;"K";" 01.01.2015 - 16.08.2016";2237;2948
"ON";"ON80OSA Award";;"K";" 01.01. - 31.12.2016";2238;2949
"RA";"Cossack Village Gundorocskaya 335";;"K";" 01.01. - 31.12.2016";2238;2950
"RA";"110 Years O. K. Antonov Diploma";"5.OCEAN";"K";" 08.02. - 31.12.2016";2238;2951
"SP";"20. Anniversary PZK Rybnik HF13ROT";"PZK reg";"K";" 14.02. - 05.11.2016";2239;2952
"SP";"35 Jahre 1. RTTY-Verbindung in SP";;"K";" 18.12.2015 - 18.12.2016";2239;2953
"SP";"170 Jahre Henryk Sienkiewicz";;"K";" 01.02. - 31.12.2016";2240;2954
"SP";"100 J. City of Babrowa Gornicza";;"K";" 01.03. - 31.10.2016";2240;2955
"DL";"Burgen-Diplom Sachsen-Anhalt";"W";"L";"Ersetzt S. 1937";2244;2532
"DL";"YL-DX-Award";"BRF";"L";;2244;3043
"DL";"Diplom Bergisches Land";"G73";"L";;2245;3044
"DL";"DLFF für Aktivierer";"DLFF";"L";;2245;3045
"DL";"Duisburger Hafen-Diplom";"L16";"L";"ersetzt S. 1187 + 1560";2246;405
"DL";"Dipl. Kehdinger Küstenschiffahrtsmus.";"Z24";"L";;2247;3046
"DL";"Landkreis Waldeck-Frankenberg Aw.";;"L";"ersetzt S. 1988";2248;2616
"DL";"YL-Staffel 2017";"DARC";"K";;2248;3047
"BV";"Asian Prefix Award A-PX-A";;"L";;2248;3048
"EX";"The Kyrgistan Award";;"L";;2249;3049
"F";"DD-69 - Rhone / Ville de Lyon";"REF69";"L";;2249;3050
;"WWFF neue Webseite";;"B";"ersetzt S. 2138";2250;2855
"HB9";"HBFF Swiss Flora and Fauna";"HBFF";"L";"ersetzt S.2105";2251;2797
"I";"Dipl. Archeologica Industr. Alto Lazio";;"L";;2252;3051
"I";"ISS Award";;"L";;2253;3052
"I";"St. Michael Line Abbeys Award";;"L";;2253;3053
"IN3";"Luis Trenker Award";;"L";"ersetzt Seite 927/1495";2254;1835
"LA";"W 100 LA";;"L";"ersetzt Seite 498";2255;2216
"JA";"Japan Flora & Fauna - JAFF";"JAFF";"L";;2255;3054
"LU";"Divis. Politicas Argentinas";;"L";;2256;3055
"LU";"Hydrographic Systems in Argentina";;"L";;2257;3056
"LZ";"Bulgarian Historical Sites";;"L";;2257;3057
"OE";"Castles on the Air - COTA-OE";;"L";"Neuer Manager OE1SGU: S. 2342";2258;3058
"OE";"Gosauer Fossilien Diplom/Plakette";;"L";;2258;3059
"RA";"Mauntain Beluga Award";;"L";;2260;3060
"RA";"CIS Diploma";;"L";;2260;3061
"RA1";"Kola Polar Region";;"L";;2261;3062
"RA1";"Novgorod Region Diploma";;"L";;2261;3063
"RA3";"Workrd all Castles of Lipetsk";;"L";;2262;3064
"RA3";"Golden Khokloma Diploma";;"L";;2262;3065
"RA3";"Flamingo Award";;"L";;2263;3066
"RA3";"Kineshma Diploma";;"L";;2263;3067
"RA3";"Kursk Award";;"L";;2263;3068
"RA3";"Naukograds of Russia";;"L";;2264;3069
"RA4";"Diploma Stavropol-Togliatti";;"L";;2264;3070
"RA4";"Districts of Volgograd Region";;"L";;2265;3071
"RA6";"NL Diploma";;"L";;2266;3072
"RA6";"13 Great Rivers";;"L";;2266;3073
"RA6";"Volcanoes of 7 Continents";;"L";;2267;3074
"RA6";"Alexey Berest Diploma";;"L";;2267;3075
"RA6";"Crimean Flora & Fauna";;"L";;2268;3076
"RA6";"Crimean Lighthouse Award";;"L";;2268;3077
"RA6";"Caucasus Mountains Award";;"L";;2269;3078
"RA9";"Kirovsky Region 70 Years";"KE";"L";;2269;3079
"RA9";"Magnitka Diploma";;"L";;2270;3080
"RA9";"Novokuznetsk Diploma";;"L";;2270;3081
"RA9";"Radio-Prim Novosibirsk Diploma";"NS";"L";;2271;3082
"RA0";"Day of the Amur-Tiger";;"L";;2271;3083
"UR";"W-DIG-UR";"DIG-UR";"L";"ersetzt Seite 1160 + 1560";2272;932
"SP";"Rybnik Mining Ingeneers Award";;"L";;2272;3084
"UR";"Air in the Dead Zone Diploma";;"L";;2272;3085
"UR";"Frog Travellers Club";;"L";;2273;3086
"UR";"Izmail - City of Russian Glory";;"L";;2274;3087
"UR";"Burshtinovy Egde / Amber Region";;"L";;2274;3088
"W";"USA Flora & Fauna - KFF";;"L";;2275;3089
"YB";"Asian-African Conference Award";;"L";;2275;3090
"YB";"All Indonesian Provinces Award";;"L";;2276;3091
"YL";"Latvian Flora and Founa - YLFF";"YLFF";"L";"ersetzt S. 2126";2278;2835
"YU";"WCA Serbia";;"L";;2278;3092
"YU";"Tvrdjave na Dunavu";;"L";;2279;3093
"DL";"70 Jahre Amateurfunk in Hilden";"R04";"K";" 01.02. bis 31.12.2017";2280;3094
"DL";"40 Jahre R24";"R24";"K";" 01.01. bis 31.12.2017";2281;3095
"EI";"Wild Atlantic Way Award";;"K";" 01.01. bis 31.12.2017";2281;3096
"F";"Diplôme Marie Curie";;"K";" 22.02. bis 31.12.2017";2281;3097
"HA";"Györ 2017 (HG17EYOF)";;"K";" 01.01. bis 31.08.2017";2282;3098
"I";"ARI 90 Years Award";"ARI";"K";" 01.03. bis 31.12.2017";2282;3099
"LZ";"All Bulgarian Saints 2017 Award";;"K";" 01.01. bis 31.12.2017";2283;3100
"OZ";"90 Jahre E.D.R.";"E.D.R";"K";" 01.01. bis 31.12.2017";2284;3101
"RA";"Fire Rooster Award";;"K";" 01.01. bis 31.12.2017";2285;3102
"RA";"Diploma of the Golden Echelon";;"K";" 08.09.2016 bis 26.01.2019";2285;3103
"RA3";"Moscow-870 Awards-Programme";;"K";"e 01.01. bis 31.12.2017";2285;3104
"UR";"90. Geburtstag Oleksa Tykhyi";;"K";" 27.01. bis 31.12.2017";2286;3105
"VE6";"Canadian Sesquicentennial - 150 Jahre";;"K";" 01.01. bis 31.12.2017";2286;3106
"VE2";"Canada's 159th Birthday";"VE2PIJ";"K";" 01.01. bis 31.12.2017";2287;3107
"W7";"2017 Air, Space & Technology Event";;"K";" 01.01. bis 31.12.2017";2288;3108
"DL";"DLD-Trophy";"DARC";"L";;2292;3109
"DL";"Annual DLFF Hunter Diplom";"DLFF";"L";;2292;3110
"DL";"MF-Runde Klubstations-Diplom";"MF";"L";;2292;3111
"DL";"Schollen Diplom";"E37";"L";;2294;3112
"DL";"Worked HSC Diplom (WHSC)";"HSC";"L";;2294;3113
"4U";"UN Amateur Radio Awards Programm";"4U1A";"B";;2295;3114
"4U";"UN Honor Roll Award";"4U1A";"L";;2295;3115
"4U";"5-Band UN Award";"4U1A";"L";;2296;3116
"4U";"UN-Europa-Plakette";"4U1A";"L";;2296;3117
"4U";"UN-Afrika-Plakette";"4U1A";"L";;2296;3118
"4U";"UN-Südamerika-Plakette";"4U1A";"L";;2297;3119
"4U";"UN-Nordamerika-Plakette";"4U1A";"L";;2297;3120
"4U";"UN-Asien-Plakette";"4U1A";"L";;2297;3121
"4U";"Silver UN Award";"4U1A";"L";;2297;3124
"4U";"Bronze UN Award";"4U1A";"L";;2297;3125
"4U";"UN-Ozeanien-Plakette";"4U1A";"L";;2298;3122
"4U";"Gold UN Award";"4Ua1";"L";;2298;3123
"4U";"UNA FT8 Gold Plakette";"4U1A";"L";;2299;3126
"4U";"UNA FT8 Silver Plakette";"4U1A";"L";;2299;3127
"EA";"Museums of Spain Diploma (DMUE)";;"L";;2300;3128
"EA1";"Municipalities of Galicia";;"L";;2300;3129
"ES5";"5th Call Area in Estonia Award";;"L";;2301;3130
"EU";"AGB-Digital-JT-Awards FT8-Programm";"AGB";"L";;2301;3131
"EU";"AGB-Digital-FT8 Basic Award";"AGB";"L";;2302;3132
"EU";"AGB-Digital-FT8 World Award";"AGB";"L";;2302;3133
"EU";"AGB-Digital-FT8 Africa Award";"AGB";"L";;2302;3134
"EU";"AGB-Digital-FT8 Antarctica Award";"AGB";"L";;2302;3135
"EU";"AGB-Digital-FT8 Asia Award";"AGB";"L";;2302;3136
"EU";"AGB-Digital-FT8 Europe Award";"AGB";"L";;2302;3137
"EU";"AGB-Digital-FT8 North America Award";"AGB";"L";;2302;3138
"EU";"AGB-Digital-FT8 South America Award";"AGB";"L";;2302;3139
"EU";"AGB-Digital-FT8 VK & Oceania Award";"AGB";"L";;2302;3140
"F";"DD 23 & DD 87 Marche-Limousin";;"L";;2302;3141
"F";"DD 63 Puy de Dôme";;"L";;2303;3142
"F";"Îles Francaises d'Outremer (DIFO)";;"L";;2303;3143
"G";"Yuakutia Islands Trophy";;"L";;2304;3144
"HB9";"HB9-SOTA-Diplom";"SOTA";"L";;2304;3145
"I";"Communi del Veneto Award";"ARI";"L";"eretzt S. 1952";2305;2558
"JA1";"Abiko Award";;"L";;2306;3146
"LY";"Lithuanian Hill Forts Awa. (LHFA)";;"L";;2306;3147
"OE";"W-DIG-OE";"DIG";"L";"ersetzt Seite 1394";2307;702
"LZ";"Plovdiv Award (Stadt Plovdiv)";;"L";"ungleich dem Diplom auf S. 2166";2307;3148
"OE";"OE Flora & Fauna - OEFF";"OEFF";"L";;2308;3149
"OE";"Worked CQ-Zone 15";"ÖVSV";"L";"ersetzt S. 2001";2309;2373
"OE";"Worked Austrian Capitals";"ÖVSV";"L";"erstetzt S.1999";2309;2639
"OE";"Worked all Austrian States (WAAS)";"ÖVSV";"L";;2309;3150
"OE";"FT8 Digital Mode Club Serie";"FT8 DMC";"B";;2310;3151
"OE";"FT8 Worked all Continent";"FT8 DMC";"L";;2310;3152
"OE";"FT8 One Hundred Countries";"FT8 DMC";"L";;2310;3153
"OE";"FT8 WAZ";"FT8 DMC";"L";;2311;3154
"OE";"FT8 WAS";"FT8 DMC";"L";;2311;3155
"ON";"BAFARA Award";"BARAFA";"L";;2311;3156
"OZ";"The Copenhagen Award";;"L";"Ersetzt S. 284";2312;648
"PY2";"Diplomserie der LABRE Sao Paulo";"LABRE SP";"B";;2312;3157
"PY2";"CESP Diploma";"LABRE SP";"L";;2313;3158
"PY2";"Millions of Paulistas";"LABRE SP";"L";;2313;3159
"PY2";"Diploma AZ Sao Paulo";"LABRE SP";"L";;2313;3160
"PY2";"Brazilian Islands Diploma";"LABRE SP";"L";;2314;3161
"PY2";"Brazilian Lighthouses Diploma";"LABRE SP";"L";;2314;3162
"RA";"Master Amateur Digital Diploma";"RTSRK";"L";;2314;3163
"RA";"Prefixes of Russia";"SRR reg";"L";;2315;3164
"RA";"Diplom Digitale Aktivitätstage";"RDRC";"L";;2315;3165
"RA1";"Islands of St. Petersburg";"KDR";"L";;2315;3166
"RA1";"Novgorod the Great";"SRR NV";"L";;2316;3167
"RA1";"Grom the Vikings to the Greeks";"SRR NV";"L";;2317;3168
"RA1";"SADKO Diploma";"SRR NV";"L";;2317;3169
"RA3";"Orel Districts Award";;"L";;2318;3170
"RA4";"Earth Penza Diploma";;"L";;2318;3171
"RA6";"Diploma 460 years a part of Russia";"SRR KB";"L";;2319;3172
"SM";"SSA Diplomprogramm";"SSA";"B";"ersetzt S. 622";2320;2074
"RA6";"Fortress of NARTS";"SRR KB";"L";;2320;3173
"SM";"WASA";"SSA";"L";"ersetzt S. 622";2321;2278
"SM";"Swedish Locator Award";;"L";"ersetzt S. 624";2322;2067
"SM";"Swedish Communes Award";;"L";"ersetzt S. 29";2322;2087
"SM";"SSA Activity Award";"SSA";"L";"ersetzt S. 1674";2323;1060
"SP";"SP9YFF WWFF-Expeditions Award";"SP9YFF";"L";;2323;3174
"UR";"90 years Sumy Ham Radio";"UARL SU";"L";;2323;3175
"UR";"Diploma Pavlograd";;"L";;2323;3176
"UR";"Makeeva Award";;"L";;2324;3177
"UR";"Polissya";"UARL ZH";"L";;2324;3178
"UR";"Sumy 362";"UARL SU";"L";;2325;3179
"W";"ARLHS Lighthouse Award";"ARLHS";"L";;2325;3180
"W";"Worked all Continents - Lighthouse";"ARLHS";"L";;2325;3181
"W";"DX-Lighthouse Award";"ARLHS";"L";;2326;3182
"W4";"Worked all Florida award";;"L";;2326;3183
"YB";"Prefixes of Indonesia";;"L";;2327;3184
"YB";"All Indonesia Digital Awards";;"L";;2327;3185
"YB";"Worked Indonesian Kabupaten Kota";;"L";;2328;3186
"Z3";"Macedonian Castles Award";;"L";;2329;3187
"DL";"20 Jahre Bauhausschule Cottbus";"Y26";"K";" 01.09.2017-31.12.2018";2330;3188
"DL";"100 Jahre Freistaat Bayern";"T08";"K";" 01.01.2018-31.12.2018";2330;3189
"DL";"200 Jahre Fr. Wilhelm Raiffeisen";"K50";"K";" 01.01.2018-31.12.2018";2331;3190
"DL";"EMMA-Award";"F01";"K";" 07.02.2018-31.12.2018";2332;3191
"DL";"VOTA-Diplom Volunteers on the Air";"WRTC18";"K";" 01.01.2018-31.12.2018";2332;3192
"F";"TM390SR-Diplom";;"K";" 12.01.2018-16.06.2018";2333;3193
"G";"100 years End of World War I";;"K";" 01.01.2018-30.11.2018";2333;3194
"I";"Wissenschaft der Radiogeschichte";"ARI reg";"K";" 01.01.2018-31.12.2018";2334;3195
"LZ";"All Bulgarian Saints 2018";"LZ1KCP";"K";" 01.01.2018-31.12.2018";2335;3196
