"Land";"Diplom";"Club";"K/L";"Bemerkung";"DB Seite";"ID"
"DL";"Gänsereiter-Diplom";"O33";"L";"Seite 1494 - Adresse neu";907;1689
"DL";"DWAH Don-wirke-all-Holzklöpper";"G22";"L";;908;1607
"DL";"Holzhammer-Trilogie";"G22";"L";"Seite 1766 - Gebühren neu";908;1737
"DL";"Holzhammer-Diplom";"G22";"L";;908;1738
"DL";"Holzhammer-Trophy";"G22";"L";;909;1739
"DL";"MF-Plaketten";"MF";"L";"Seite 1494 - Adresse neu";909;1857
"DL";"MF-Supertrophy";"MF";"L";;909;1858
"DL";"MF-Trophy";"MF";"L";;909;1859
"DL";"MF-Jubiläumsdiplom";"MF";"L";;912;1856
"DL";"MF-UKW-Jubiläumsdiplom";"MF";"L";;912;1860
"DL";"Schleswig-Holstein-Diplom";"DVM";"L";"Seite 1494 - Adresse neu - (RB45)";913;2047
"DL";"Sherlock Holmes Award";"IPARC";"L";"ersetzt S.366 -- S. 2241 - Adresse neu, (RB38/39)";915;2058
"DL";"Sherlock Holmes Trophy";"IPARC";"L";"ersetzt S.365 -- S. 2241 - Adresse neu, (RB38/39)";915;2059
"DL";"Worked ADDX Member";"ADDX";"L";;916;2336
"DL";"Worked HCS Award";;"L";"Seite 1495 - Gebühr + Adresse neu";917;2332
"DL";"YL-Diplom Westfalen-Süd";;"L";"Seite 1495: QRT";918;2405
"CP";"IARU Region 2 Award";;"L";;919;1754
"EA3";"Barcelona IPARC Award";;"L";;920;1396
"EI";"Shamrock Award";;"L";;921;2057
"ES";"Tartu Award";;"L";"ersetzt S. 756 - Zusatzinfo S. 958 - QRT (S.1932)";921;2093
"G";"G QRP Club Diplomprogramm";;"B";;922;1687
"G";"CW Novice Award";;"L";;923;1497
"G";"QRP Countries";;"L";;923;1981
"G";"QRP Master";;"L";;923;1982
"G";"Two Way QRP Award";;"L";;923;2172
"G";"Worked G-QRP-Club Award";;"L";"Seite 1495 - Zusatzinfo";923;2355
"G";"IOTA - Islands on the Air";;"L";"ersetzt Seite 604";924;1761
"G";"Quarter Century RTTY Award";;"L";"Seite 1495 - Adresse neu, Aktuell S. 2079";925;1985
"GI";"Worked all GI";;"L";;925;2257
"HP";"Panama International Award";;"L";"ersetzt Seite 875";926;1944
"LY";"Kaunas Award";"KRC";"L";;927;43
"OE";"IPARC-OE Award";"IPA";"L";"ersetzt Seite 700, Gebühr neu S. 2027";928;1763
"OK";"Plnou Parou Vpred";;"L";"QRT 1995";928;1958
"ON";"MCL Award";"UBA-MCL";"L";;930;1849
"PA";"Wadlopers Award";;"L";"QRT";931;2247
"SM";"Field-Award";;"L";"aktualisiert Seite 624 - Seite 1495 - Adresse neu";932;1668
"PA";"Windmühlendiplom";"IPA-PA";"L";;932;2319
"RA";"Peter I. Award";;"L";;933;1949
"RA";"Spratly-90 Award";;"L";;934;2454
"UR";"Jubilee Medal";;"L";;935;1789
"UR";"WAAD - UA Zip-Codes";;"L";"QRT 1998";936;2230
"UR";"Wimpel Radioclub Seim";;"L";;936;2318
"W";"Golden Badge Award";;"L";;937;1700
"W";"J.-Edgar-Hoover Award";"IPA";"L";;938;1790
"W";"NODXA Award";;"L";;939;1903
"VK";"WASPA";;"L";"ersetzt Seite 331";939;2280
"3A";"3A CW Award";;"L";;940;1303
"9K";"Kuwait National Day Award";;"L";;941;1815
"I";"City of Pompei - Diploma";;"L";"Seite 1495: Longdrink";943;858
"RA9";"Bashkiria Award";;"L";;945;1399
"F";"DD 18";"REF18";"L";"Aktuell S. 2079";948;1525
"F";"DD 19";"REF19";"L";"ersetzt Seite 389, Aktuell S. 2079";948;1526
"F";"DD 20";"REF20";"L";"Seite 1495 - Adresse neu, Aktuell S. 2079";949;1527
"F";"DD 23";"REF23";"L";;949;1528
"F";"DD 24";"REF24";"L";"Aktuell S. 2079";950;1529
"F";"DD 26";"REF26";"L";"Aktuell S. 2079";950;1530
"F";"DD 29";"REF29";"L";"ersetzt S.560 - S. 1495: Adresse neu, QRT ???";951;1531
"F";"DD 30";"REF30";"L";"Aktuell S. 2079";951;1532
"F";"DD 31";"REF31";"L";"Seite 1495 - Adresse neu, Aktuell S. 2080";952;1533
"F";"DD 32";"REF32";"L";"Seite 1496 - Adresse neu, Aktuell S. 2080";953;1534
"F";"DD 38";"REF38";"L";"QRT 2001";953;1535
"F";"DD 39";"REF39";"L";"ersetzt Seite 102, Aktuell S. 2080";953;1536
"F";"DD 40 -Landes";"REF40";"L";"Aktuell S. 2080";954;1537
"F";"DD 48";"REF48";"L";"QRT 2001";954;1538
"F";"DD 49";"REF49";"L";"Aktuell S. 2080";955;1539
"F";"DD 50";"REF50";"L";"Aktuell S. 2080";955;1540
"F";"DD 51";"REF51";"L";"ersetzt Seite 103";956;1541
"F";"DD 54 Meurte et Moselle";"REF54";"L";"Seite 956/1066/1496 - QRT";956;1542
"F";"DD 55 Meuse et Moselle";"REF55";"L";"QRT ???";956;1543
"F";"DD 56";"REF56";"L";"Aktuell S. 2080";957;1544
"DL";"Ahr-Rotwein-Diplom";"K01";"L";"ersetzt Seite 351";961;1
"DL";"Bonn ist 2000";"G03";"L";;962;3
"DL";"Geog-Simon-Ohm-Diplom";"E27";"L";;965;5
"DL";"Hanse-Diplom";"O17";"L";"Seite 1559: Adresse neu";965;6
"DL";"Insel Rügen Diplom";"V08";"L";;966;7
"DL";"950 Jahre Stadt Warburg";"N56";"L";"Jubiläumsdiplom";967;8
"DL";"Romantic Road Award";"T09";"L";"Zusatzinfo Seite 1066 - Adresse neu";968;9
"DL";"Schwandorf-Diplom";"U18";"L";;969;11
"CT";"100 CT AWARD";"CRCP";"L";;972;14
"CT";"Cascais County Award";"CRCP";"L";;972;15
"F";"Diplôme de l'AOM PTT";"PTT";"L";"QRT (S.1932)";973;16
"F";"DD 84 - Vaucluse";"REF84";"L";"Aktuell S. 2080";974;19
"F";"DD 85 - Vendee";"REF85";"L";"Aktuell S. 2080";975;20
"F";"DD 86 - Vienne";"REF86";"L";"Aktuell S. 2080";976;21
"F";"Dunkirk City Award";;"L";"Aktuell S. 2080";976;22
"G";"U.K. Counties Award";"AMSAT";"L";"Satellitendiplom - QRT ???";976;23
"G";"WAB Jubilee award";"WAB";"L";"Aktuell S. 2080";977;24
"I";"Delta Mike Award";;"L";;978;25
"I";"EUROYL Award";;"L";;980;27
"DL";"Echter Holzhammer";"G22";"L";;980;1633
"I";"Friendliness Award";"IYLRC";"L";;981;28
"I";"Gioconda Diplom";"WIYL";"L";;981;29
"I";"WAIR - Worked all Italian Regions";;"L";;982;30
"JA";"Nishimonai Bon-Odori Award";;"L";"QRT";983;31
"JA";"Numazu 30 Award";;"L";;983;32
"JA";"Okumino 10 Meter Club Award";;"L";;984;33
"JA";"Oshidori Award";;"L";;984;34
"JA";"Otoko wa Dokyo Onna Wa Aikyo Aw.";;"L";;985;35
"JA";"Sekai Hansen Award";;"L";"Seite 1496: QRT";986;36
"JA";"Sendai Tanabata Festival Award";;"L";"Seite 1496: QRT";986;37
"JA";"Tateyama Tohai Award";;"L";;987;38
"JA";"Tenryo Hita Award";;"L";;987;39
"JA";"WARABE Award";;"L";;988;40
"JA";"Zen Tosei Award";;"L";;988;41
"LY";"Kaunas Radio Club";"KRC";"L";;990;44
"LY";"LY WW Locator Award";"KRC";"L";;990;45
"LY";"Worked Lithuanian Stations";"KRC";"L";;990;46
"OE";"Austrian Radio Scouting Award";"PPÖ";"L";"Adresse neu S. 2079";992;48
"OE";"Graz-Award";"A601";"L";"Ersetzt Seite 461";993;50
"OY";"Worked all OY";"FRA";"L";"QRT ???";994;51
"SM";"Schnapphahnen-Statuette";"SK7BK";"L";;995;52
"SP";"SP-YL-C";"PZK";"L";"Seite 1932: Neue Adresse";996;53
"RA0";"Far East Islands Award";;"L";;997;54
"RA/UR";"UCWC Regeln";"UCWC";"L";;997;55
"RA/UR";"Morse Award";"UCWC";"L";"Seite 1496 - Zusatzinfo - Adresse neu";997;56
"RA/UR";"UCWC Award";"UCWC";"L";;998;57
"RA/UR";"Ukraine Award";"UCWC";"L";;998;58
"RA/UR";"Ukraine WPX Award";"UCWC";"L";"Neuer Manager Seite 1066";999;60
"RA/UR";"Good Will Award";"UCWC";"L";;999;61
"RA/UR";"U WPX Award";"UCWC";"L";;999;62
"RA/UR";"DCA Award";"UCWC";"L";"Ergänzung Seite 1066";1000;63
"UR";"Obukhov-625";;"L";;1000;64
"RA/UN";"Islam Award";;"L";"Seite 1496: Longdrink";1000;65
"W";"Copper Country Award";;"L";;1001;66
"W";"Louisiana Alligator Award";;"L";"Seite 1496: Longdrink";1002;68
"W";"Single Band WAZ";"CQ";"L";"Seite 1880: Zusatzinfo";1005;70
"W";"5 Band WAZ";"CQ";"L";"ersetzt Seite 274 - Seite 1880: Zusatzinfo";1005;71
"W";"WARC Bands WAZ";"CQ";"L";"Seite 1880: Zusatzinfo";1006;72
"W";"RTTY WAZ";"CQ";"L";"Seite 1880: Zusatzinfo";1006;73
"W";"WNZ - Worked Novice Zones";"CQ";"L";"Seite 1880: Zusatzinfo";1006;74
"W";"160m WAZ";"CQ";"L";"Seite 1880: Zusatzinfo";1006;75
"W";"Satellite WAZ";"CQ";"L";"Seite 1880: Zusatzinfo";1006;76
"VW";"Worked all Winnipeg Award";;"L";"Aktuell S. 2081";1007;77
"VO";"A Peace of the Rock";;"L";"Seite 1496: Zusatzinfo - S.1766: QRT";1007;78
"VP2E";"Anguilla Award";;"L";;1008;79
"4X";"Holyland Award";"IARC";"L";;1011;82
"EA";"Dipl. Juegos Olympicos Barcelona '92";;"K";"20.6.-17.2.1992";1012;83
"EA";"Sevilla Universal '92 Award";;"K";"6.5.-12.10.1992";1013;84
"EI";"IRTS 60th Anniversary Award";"IRTS";"K";"1.1.-31.12.1992";1014;85
"KP4";"Regatta Colon '92 Certificate";;"K";"20.5.-20.11.1992";1015;86
"OH";"SRAL 70 Years Award";"SRAL";"K";"1.1.-31.12.1992";1015;87
"OH";"Suomi 75 Vuotta Diplom";"SRAL";"K";"1.1.-31.12.1992";1016;88
"OK";"200 Years Bohemia Porcelain Diplom";;"K";"1.8.-30.9.1992";1017;89
"SM";"EM Football Diplom Malmö 1992";"SK7BV";"K";"10.6.-31.12.1992";1018;90
"TA";"TRAC 30 Award";"TRAC";"K";"30.1.1985-31.12.1992";1019;91
"TA";"TRAC Foundation Day Award";"TRAC";"K";"nur 16.7.1992";1019;92
"RA";"Cosmos 92";;"K";"12.4.-31.12.1992";1019;93
"VP8";"Heritage Year Award";;"K";"1.1.-31.12.1992";1020;94
"HB9";"Matterhorn-Award";;"L";"Seite 874 - neue Bedingungen - S.1494 Adresse neu";1022;110
"CX";"Radio Club Uruguayo - Diplome";"RCU";"L";;1025;118
"CX";"Comunicados 19 Departamentos";"RCU";"L";;1025;119
"CX";"33 Orientales";"RCU";"L";;1025;120
"CX";"A 11 CX";"RCU";"L";;1026;121
"DL";"Fehn-Diplom";"I54";"L";"Seite 1496: Zusatzinfo - Seite 1622: Adresse neu";1027;123
"DL";"Herfordia Diplom";"N08";"L";"Seite 1496/1559: Zusatzinfo, Manager neu: S.2189";1027;124
"DL";"MF-DX-Award MS ""Cap San Diego""";"MF";"L";;1028;125
"DL";"Neustadt-Diplom";"H61";"L";;1029;126
"DL";"Rosendiplom";"K12";"L";"ersetzt Seite 75 - Seite 1932 - Adresse neu";1030;127
"DL";"Säubrenner-Diplom";"K48";"L";;1031;128
"DL";"Hamburg and the Harbours of the World";;"L";"QRT (S.1932)";1032;129
"EA";"Diploma Castellón Costa de Azahar";;"L";"ersetzt Seite 164 - QRT (S.1932)";1033;130
"HZ";"Oasis Amateur Radio Club Award";;"L";;1035;133
"I";"Varese Award";"ARI";"L";"Province of 7 Lakes Award";1036;134
"I";"Worked Antarctic Bases Award";"ARI";"L";"QRT (S.1932)";1036;135
"JA";"World Wide Award";;"L";"ersetzt Seite 741";1040;138
"JA";"W. all Squares Awards - Diplome";;"L";;1041;139
"JA";"WASA -VHF/UHF/SHF";;"L";"Gebühr + Adresse neu Seite 1065";1041;140
"JA";"WASA-HF";;"L";"Gebühr + Adresse neu Seite 1065";1041;141
"LU";"CCC - Cinco Continentes Contactadados";"RCA";"L";"ersetzt Seite 446, Aktuell S. 2081";1042;142
"LZ";"BFRA - Diplomprogramm";"BFRA";"L";"Seite 1766: Große Teile 2019 QRT";1044;144
"LZ";"Republic of Bulgaria";"BFRA";"L";;1044;145
"LZ";"5 Band LZ Award";"BFRA";"L";"ersetzt Seite 410 - Seite 1766: QRT";1044;146
"LZ";"W 100 LZ Award";"BFRA";"L";"ersetzt Seite 410 - 2019 QRT";1044;147
"LZ";"W 28 Z ITU Award";"BFRA";"L";"QRT 2019";1045;148
"LZ";"Black Sea Award";"BFRA";"L";"ersetzt Seite 410 - 2019 QRT";1045;149
"LZ";"Sofia Award";"BFRA";"L";"ersetzt Seite 410";1045;150
"SM";"Work all TSA";;"L";;1047;153
"RA";"Radioclub Arktika Award";;"L";;1048;154
"RA1";"St.Petersburger RC ""Inter-Radio"" - Dipl.";;"L";;1049;155
"RA1";"60 Grad Nord - Diplom";;"L";;1049;156
"RA1";"30 Grad Ost - Diplom";;"L";;1049;157
"RA1";"60 x 30 Diplom";;"L";;1050;158
"RA1";"Nord-Süd (Sewer-Jug) - Diplom";;"L";;1050;159
"RA1";"Diplom Neue Welle";;"L";"nur für SWL";1050;160
"RA1";"Diplom Optimist";;"L";;1050;161
"RA/UR";"UCWC-YL";"UCWC";"L";"siehe auch Seite 998";1051;162
"RA9";"STA - Soviet Teacher Award";"CSC";"L";;1053;167
"RA/UN";"Sacred Way to Allah - Award";;"L";;1055;171
"W";"Ohio County Award";;"L";;1055;172
"W";"Worked all Dayton Award";;"L";;1056;173
"VE3";"National Capital Award";;"L";"Website S. 2081";1056;174
"ZL";"5 x 5";"NZART";"L";"ersetzt Seite 30";1057;175
"DL";"Landshuter Hochzeits-Diplom";"U08";"K";"1.1.-31.12.1993";1058;176
"DL";"Potsdam 1000";"Y09";"K";"1.1.-31.12.1993";1059;177
"HL";"EXPO '93 Award";"KARL";"K";"1.6.-31.12.1993";1060;178
"LY";"Lithuanica";"LRMD";"K";"1.1.-31.12.1993";1061;179
"LY";"LRMD - Penant";"LRMD";"K";"1.1.1988-31.12.1993";1061;180
"PA";"Sail '93 Den Helder Award";"R23";"K";"5.-11.7.1993";1062;181
"PY";"CWRJ - Programme";"CWRJ";"B";"Seiten 712 bis 714 streichen, (RB43)";1065;201
"G";"Submarine Amateur Radio Club Aw.";;"M";"Seite 2189 - neuer Manager, (RB45)";1066;109
"CT";"Portuguese Islands Award - DIP";;"L";;1069;215
"DL";"Aktion-Sorgenkind-Diplom";"DVU";"L";"Seite 1559: QRT";1070;217
"DL";"All Hessen Award - AHA";"DVF";"L";"ersetzt Seite 175/244 - Seite 1622 Adresse neu";1071;218
"DL";"Bavaria 1000";"B39";"L";"ersetzt Seite 512, Manager neu S. 2027 - QRT S. 2552";1073;220
"DL";"Dachau-Diplom";"C06";"L";;1074;221
"DL";"DARC-DX-Diplom-Programm";"DARC";"B";"ersetzt Seite 463";1075;222
"DL";"EU-DX-D";"DARC";"L";"ersetzt Seite 466";1076;223
"DL";"Europa-Diplom";"DARC";"L";"ersetzt Seite 464";1077;224
"DL";"Europa-Diplom-Ehrenliste";"DARC";"L";"ersetzt Seite 464";1078;225
"DL";"Europa-Diplom 300 Plakette";"DARC";"L";;1078;226
"DL";"WAE - Worked all europe";"DARC";"L";;1078;227
"DL";"Diplom Deutsche Weinstraße";"K13";"L";"Seite 1497: Adresse neu";1079;228
"DL";"PRL 100 - Pater Roberto Landell 100";"PRL";"L";"Seite 1370: neue Gebühr - Seite 2393: neue Adresse";1080;229
"DL";"Elbufer-ZAP-Diplom";"H28";"L";;1081;230
"DL";"Fröbel-Award";"X38";"L";"Seite 1497: Zusatzinfo";1082;231
"DL";"Phillip-Reis-Diplom";"F04";"L";"ersetzt Seite 176/244 - Seite 1622: Adresse neu";1084;234
"DL";"SOS-Kinderdorf-Diplom";"S54";"L";"QRT 05/2014";1084;235
"DL";"Worked 2 Oberstdorf - W 2 O";;"L";"SWLs: H3O - Heard 3 Oberstdorf - QRT (S.1932)";1085;236
"ES";"Sakala Diplome";;"L";"Aktuell S. 2081";1087;238
"F";"Saar-Lorraine-DX-Award";"SLDXC";"L";"ersetzt 1034 - QRT (S.1932)";1088;132
"F";"French YL Award";;"L";"ersetzt Seite 432 - Seite 1497: Adresse neu";1088;239
"G";"European DX-Net - Helping Hands Aw.";;"L";;1089;240
"G";"Mary Rose Award";;"L";"QRT 2001";1090;241
"G";"Spectrum Award";;"L";"Seite 1497: QRT";1091;242
"HA";"Civitas Fidelissima";;"L";;1091;243
"I";"Italian Islands Award";"ARI";"L";"ersetzt Seite 569/697/1039";1093;137
"IN3";"Tridentinum Award";"ARI";"L";"ersetzt Seite 11";1094;244
"JA";"Bihiro-Pass-Award";;"L";"Seite 1497: Longdrink";1095;245
"JA";"JARL Kurashiki Club Award";;"L";;1095;246
"JA";"Kurashiki Club 30 Years Award";;"L";;1096;247
"LY";"Birzai 400";;"L";;1097;249
"LY";"Radioclub Vytis - Diplomprogramm";;"L";;1098;250
"LY";"Diplom Vasario 16";;"L";;1098;251
"OK";"Airports of the Czech Republic Award";;"L";;1099;252
"OM";"Bratislava Award";;"L";"ersetzt Seite 945 - aktuelle Gebühr S. 2393";1100;253
"OM";"Slovakia Award";"SZR";"L";"ersetzt Seite 81 - aktuelle Gebühr S. 2393";1100;254
"OM";"Slovak National Uprising Award";;"L";;1101;255
"ON";"UBA SWL Champion";"UBA";"L";"ersetzt 702, neue Gebühr S.2081";1102;256
"SP";"WSPHCM Award";;"L";"Seite 1766: Adresse neu";1103;257
"RA9";"Ural-Jubilee-Award";;"L";;1104;258
"RA9";"50 Jahre Vorkuta";;"L";;1105;259
"W";"WARC 500 Award";;"L";;1105;260
"W";"Worked New Hampshire Award";;"L";;1106;261
"9K";"Kuwait National and Liberation Day Aw.";"KARS";"K";;1107;263
"DL";"Bartenwetzer-Diplom";"F36";"K";"1.1.-31.12.1994";1108;264
"DL";"100 Jahre Stade";"E04";"K";"1.1.1994-31.12.1995";1108;265
"DL";"1200 Jahre Frankfurt/Main";"F05";"K";"1.1.-31.12.1994";1109;266
"DL";"Eitorfer Jubiläums-Diplom";"G54";"K";"1.1.1994-31.12.1995";1110;267
"DL";"Last Minute EMVG Diplom";"Gss";"K";"1.5.-30.6.1994";1111;268
"DL";"800 Jahre Bayreuth";"B06";"K";"1.1.-31.12.1994";1114;269
"LA";"Olympic Wintergames Lillehammer";"NRRL";"K";"1.10.1993-27.2.1994";1115;270
"PA";"DIG-PA-Jubiläumsdiplom";"DIG-PA";"K";"1.2.1994-30.6.1995";1116;271
"PA";"DNAT-25-Award";"VERON";"K";"26.8.1993-26.8.1994";1117;272
"9A";"Krapina 800 Diplom";;"K";"1.1.-31.12.1993";1118;273
"BV";"Kaohsiung DX Amateur Radio Club Aw.";;"L";;1121;274
"CT";"WPEACE";;"L";"Seite 1497: Longdrink";1121;275
"DL";"Baden Diplom";"DVA";"L";"ersetzt Seite 234, (RB38/39)";1122;276
"DL";"Deutsches Insel Diplom";"Y02";"L";"Seite 1622: Adresse neu";1124;277
"DL";"DL-SP-Freundschaftsdiplom";"DVY";"L";"Seite 1766: Gebühr + Adresse neu";1125;278
"DL";"Insel-Rügen-Trophy";"V08";"L";;1128;283
"DL";"Europa-RTTY-Diplom";"DARC";"L";;1129;284
"DL";"Lessing-Diplom";"S22";"L";;1131;286
"DL";"Sachsen-Diplom";"DVS";"L";;1133;10
"DL";"# 38 - Diplom";"E38";"L";;1134;288
"EA";"EA-WPX-100";"URE";"L";"Seite 1560: Zusatzinfo";1135;289
"F";"DD 61 - Orne";"REF61";"L";"neue Gebühr S. 2081";1136;290
"G";"British Postcode Award";;"L";"Seite 1560: Adresse neu - QRT ???";1136;291
"G";"Rabbit Award";;"L";;1137;292
"HA";"HADXC - Diplomprogramm";"HADXC";"L";;1138;293
"HA";"WHADXCA";"HADXC";"L";;1138;294
"HA";"WAHA-HF";"HADXC";"L";;1138;295
"HA";"WAHA-VHF";"HADXC";"L";;1139;296
"HZ";"Desert Network Award";;"L";;1139;297
"HZ";"Work 5-Bands Award";;"L";;1139;298
"I";"Milano Award";"ARI";"L";"ersetzt Seite 58";1140;299
"I";"Worked all African Continent";;"L";;1140;300
"JA";"VU-1000  und  SWL-VU-1000";"JARL";"L";"ersetzt Seite 368";1142;301
"JA";"Asian DX-Award Half";"JARL";"L";"Seite 813 - Zusatzinfo";1142;303
"JA";"Amateur Satellite Fuji Award";"JARL";"L";;1142;304
"JA";"Northern Fox Award";;"L";;1143;305
"JA";"Super Hub Airport Award";"JARL";"L";;1143;306
"LY";"Birzai Radio Club Award";;"L";;1144;307
"LY";"PARPAS Radio Club Award";;"L";;1145;308
"OH";"Worked Pori Award";;"L";"ersetzt Seite 416 / 815, S.2027 Adresse/Gebühr neu";1146;310
"PA";"Zuid Limburg Award";"R22";"L";"ersetzt Seite 228, QRT";1149;316
"PY";"PLCA - Portugal Language Award";;"L";"Aktuell S. 2081";1149;317
"SM";"Sverige-Diplom";"NSA";"L";"Seite 1767: QRT";1150;318
"SP";"CQ Kos Award";;"L";"ersetzt Seiten 509/629";1151;319
"SP";"W-21-M";"PZK";"L";"ersetzt Seiten 627/628";1153;323
"SP6";"Wroclaw Award";;"L";"ersetzt S. 715, (RB40/41)";1153;324
"TF";"Iceland Radio Amateurs Award";"IRA";"L";"ersetzt Seite 630 - Seite 1980 neue Anschrift";1154;325
"TF";"Iceland Award";"IRA";"L";"ersetzt Seite 231 - Seite 1980 neue Anschrift";1156;326
"TF";"IRA-Zone-40 Award";"IRA";"L";"Seite 1980 neue Anschrift";1156;327
"TF";"Worked all Nordic Countries Award";"IRA";"L";"Seite 1980 neue Anschrift";1157;328
"W";"HMS Bounty Award";;"L";;1158;329
"UR";"Eternal Cities Award";;"L";"Seite 1767: Adresse neu";1159;330
"UR";"Worked DIG Members Ukraine";"DIG/UR";"L";;1160;331
"VE6";"Wild Rose Country Award";;"L";"QRT (S.1932)";1161;332
"YU";"YU-DX-Club Award";"YUDXC";"L";"ersetzt Seite 342";1162;333
"ZS6";"Pretoria Award";"SARL";"L";;1163;334
"Z3";"Macedonia DX Award";"MDXG";"L";"Seite 1560: Adresse neu";1164;335
"Z3";"Macedonian Telegraphic Group";"MCWG";"L";;1164;336
"DL";"40 Jahre UKW-Tagung Weinheim";"A20";"K";"1.1.1995-31.12.1996";1165;337
"DL";"Regensburger Strudel-Diplom";"U13";"K";"1.1.-31.12.1995";1166;338
"HA";"Gedenk Diplom Tivadar Puskas";;"K";"1.9.1994-31.8.1995";1167;339
"OE3";"1000 Jahre Krems";"A307";"K";"1.1.-31.12.1995";1168;340
"OK";"700 Years of Plzen Award";;"K";"1.1.1994-31.12.1995";1169;341
"PA";"Liberation Award";"VRZA";"K";"1.-31.5.1995";1170;342
"PA";"MARAC Jubiläumswimpel";"MARAC";"K";"1.7.-31.12.1995";1171;343
"PA";"VERON Golden Jubilee Award";"VERON";"K";"1.1.-31.12.1995";1172;344
"SM";"5th IAAF World Champions Athletic Aw.";;"K";"4.-13.8.1995";1172;345
"SP";"Panorama Raclawicka Award";;"L";"Seite 1560: Jetzt Langzeitdiplom";1173;346
"TF";"50th Anniversary Republic Iceland Aw.";"IRA";"K";"1.1.-31.12.1994";1174;347
"TF";"IRA 50 Years Award";"IRA";"K";"1.1.-31.12.1996";1175;348
"W";"73 DX Country Club Award";;"L";"Seite 397 - QRT";1177;367
"DL";"AGCW-Plakette";"AGCW";"L";;1181;399
"DL";"Beginenturm-Diplom";"H65";"L";;1182;400
"DL";"Caesar und Cleopatra Certificate";"DVC";"L";"neu überarbeitet - Seite 1560: QRT";1182;401
"DL";"DDAS - Deutsche Schulstationen";"O45";"L";"ersetzt Seite 359/1176";1184;402
"DL";"Deutsches Nordsee-Insel-Diplom";"I10";"L";"QRT 2014";1184;403
"DL";"Eder-Lahn-Plakette";"O39";"L";"Seite 1981: QRT";1188;406
"DL";"Graf-Anton-Günther-Diplom";"I11";"L";"auch ""Oldenburg-Diplom""";1191;408
"DL";"Grenzen los - Diplom";"H54";"L";"Seite 1560: Zusatzinfo - QRT S. 2552";1192;409
"DL";"Herrenberger-Schönbuch-Diplom";"P18";"L";"Seite 2137: Zusatzinfo - Adresse neu";1192;410
"DL";"IGARAG-Diplom";"IGARAG";"L";"Seite 1767: QRT";1193;411
"DL";"Kieler Sprotten Diplom";"M25";"L";"ersetzt Seite 403 - Seite 1560: Adresse neu";1194;412
"DL";"Kieler Woche Diplom";"M25";"L";"ersetzt Seite 403 - Seite 1560: Adresse neu";1195;413
"DL";"Osnaward";"I12";"L";;1196;415
"DL";"Spree-Neisse-Kreis-Diplom";"Y26";"L";;1198;416
"DL";"Teufelsknoten";"G22";"L";;1198;417
"DL";"VFDB-Award";"VFDB";"L";"Seite 1767: Gebühr neu/ S. 2081 Adresse neu";1200;419
"DL";"Weltkulturerbe Völklinger Hütte";"Q05";"L";"ab 1.1.1996";1202;420
"DL";"WGS 100";"A20";"L";"Neuer Manager Seite 1767";1203;421
"DL";"Würzburger Bocksbeutel-Diplom";"B18";"L";;1204;422
"DL";"XRAY-Diplom";"B17";"L";;1204;423
"BV";"KDARC Award";;"L";;1206;425
"CO";"Cuba DX Group - Diplomprogramm";;"B";"Seite 1623: Adresse neu, S. 2081 Gebühr neu";1206;426
"CO";"America Award";"CDXG";"L";"ersetzt Seite 360";1207;427
"CO";"Caribbean Award";"CDXG";"L";"ersetzt Seite 360";1207;428
"CO";"Cuba Award";"CDXG";"L";"ersetzt Seite 360";1207;429
"CO";"Cuba DX Award";"CDXG";"L";"ersetzt Seite 360";1207;430
"CT";"Diplome de Portugal";;"L";;1208;431
"CU";"Azorean Counties Award";"URA";"L";;1208;432
"F";"Diplôme Louis Pasteur";"REF39";"L";;1211;435
"I";"INORC Award";;"L";"ersetzt Seite 259";1212;436
"HA";"Dunakanyar Diploma";;"L";"ersetzt Seite 259";1213;437
"OH";"Tampella Radio Amateur Club Award";;"L";"Seite 1560: Zusatzinfo - QRT (S.1932)";1214;309
"OM";"Slovakia District Award";;"L";"Seite 1560: Adresse neu";1214;438
"ON";"Worked all Belgian Provinces";"UBA";"L";"ers. S. 453 / 508 -- S. 1932: Gebühr/Adresse neu";1215;2337
"ON";"Diplôme de Wallonie";;"L";"Aktuell S. 2081";1216;152
"SP";"SP 50 MHz Award";"PZK";"L";"Seite 1767: Gebühr neu";1217;440
"SP";"Prowince Turoszow Award";;"L";"Seite 1561: Zusatzinfo";1218;441
"SP";"Worked Copernicus Towns Award";"PZK";"L";;1219;442
"RA3";"Zelenograd - Rus. Silicon Valley Aw.";;"L";;1220;443
"RA3";"Zelenograd 40";;"L";;1221;444
"VE";"Canadian Islands Award";;"L";"ersetzt Seite 511, Aktuell S. 2081";1222;378
"VE";"Mapel Leaf Award";;"L";"Aktuell S. 2081";1224;445
"VK6";"Royal Flying Doctor Service Award";;"L";"QRT (S.1932)";1225;446
"YB3";"Pahlawan Award";;"L";;1226;447
"4X";"Nazareth Illit Award";;"L";"""Shalom-Mir-Peace-Award"" - QRT (S.1932)";1226;448
"9A";"W-9ACWG-M";"9ACWG";"L";;1227;449
"A4";"25th National Day Celebration Award";"ROARS";"K";"1.11.-31.12.1995";1228;450
"DL";"Bochumer Jubiläums-Diplom";"O04";"K";"1.1.1996-31.12.1997";1228;451
"DL";"Diplom NRW 50";;"K";"1.1.1996-31.12.1997";1229;452
"DL";"Landesgartenschau Lünen 1996";"O15";"K";"1.1.1996-31.12.1997";1230;453
